district,latitude,longitude,aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
Khulna,22.601394,89.747096,1.19,0.8527,0.04582,0.1893,0.00204,0.7393,0.00388,0.5208,0.8519,0.0,0.0,0.00629,5.468,0.2675,0.000182,2.472,0.3489,0.00344,0.00328,0.00265,0
Khulna,22.650899,89.397456,0.4214,0.8131,0.04575,0.1822,0.00449,0.6334,0.00307,0.0,0.7064,0.0,1.0,0.00326,10.535,0.0,0.000146,0.291,0.3284,0.00264,0.00261,0.00183,0
Khulna,22.781754,89.481713,0.6098,1.4649,0.01913,0.1453,0.00032,0.5725,0.00706,0.6284,0.8058,0.0,0.0,0.00548,8.787,0.1892,7.7e-05,2.178,0.6646,0.00407,0.00171,0.00106,0
Khulna,23.017383,89.406395,0.2946,0.1216,0.25288,0.4318,0.00033,0.4439,0.00298,0.0858,0.7958,0.0,0.0,0.00785,3.224,0.2414,5.1e-05,2.304,0.6492,0.00381,0.00248,0.00214,0
Khulna,22.968485,89.658893,0.2616,0.1277,0.07666,0.2078,0.00148,0.4097,0.00378,0.1237,0.5882,0.0,0.0,0.01173,3.76,0.0286,9.3e-05,0.853,0.5137,0.00425,0.0049,0.00094,0
Khulna,22.962029,89.303519,0.2493,1.0255,0.0212,0.0967,0.00028,0.4673,0.00246,0.3924,0.1885,0.0,0.0,0.00304,0.366,0.3811,0.000268,2.241,0.4251,0.00391,0.00196,0.00173,0
Khulna,23.080682,89.38404,0.2153,1.2646,0.03177,0.3979,0.00248,0.8175,0.00446,0.4678,0.585,1.0,1.0,0.00295,7.68,0.1898,0.000106,0.164,0.484,0.00975,0.0005,0.00317,0
Khulna,22.726626,89.582652,0.0763,0.424,0.07769,0.2792,0.00073,0.3405,0.00398,0.4724,0.861,0.0,1.0,0.01368,9.829,0.1147,8.7e-05,2.113,0.5872,0.00475,0.00121,0.00338,0
Khulna,22.732097,89.773408,0.1256,0.0908,0.03824,0.4793,0.00044,0.1245,0.00458,0.427,0.535,1.0,0.0,0.00828,6.915,0.2523,0.000147,3.066,0.2839,0.00389,0.00309,0.00144,0
Khulna,22.892572,89.5553,0.1296,0.6441,0.09073,0.2157,0.00036,0.1891,0.00401,0.5686,0.7409,1.0,0.0,0.01445,13.257,0.1957,0.000109,1.048,0.3846,0.0066,0.00293,0.00089,0
Khulna,22.878297,89.315187,0.3944,1.637,0.03121,0.3044,0.00025,0.6833,0.00156,0.7117,0.6669,0.0,0.0,0.00283,2.267,0.0972,0.000108,1.592,0.0402,0.00264,0.00097,0.00244,0
Khulna,23.023009,89.613491,0.0548,0.2072,0.09297,0.2019,0.00048,0.7241,0.00373,0.6878,0.6733,0.0,0.0,0.00498,12.124,0.0898,0.000121,3.042,0.2743,0.00628,0.00233,0.00048,0
Khulna,22.846438,89.418826,0.4092,1.0766,0.06957,0.2543,0.00054,0.8595,0.0019,0.7404,0.4676,0.0,0.0,0.00794,4.552,0.0922,5.2e-05,0.268,0.1242,0.00626,0.0032,0.00114,0
Khulna,22.815863,89.414945,0.1675,0.4424,0.02639,0.3789,0.0007,0.3957,0.00294,0.3253,0.732,0.0,1.0,0.01942,8.005,0.1171,5.9e-05,3.275,0.1307,0.00254,0.00214,0.00094,0
Khulna,22.628219,89.347639,0.2575,0.4039,0.10379,0.2645,0.00137,0.5963,0.00425,0.1248,1.088,0.0,0.0,0.03493,8.8,0.09,0.000112,2.655,0.1633,0.00403,0.00272,0.00523,0
Khulna,22.65223,89.307829,0.1748,0.7595,0.05287,0.1195,0.00077,0.7835,0.00289,0.5555,0.0,1.0,0.0,0.02215,8.962,0.2917,0.000123,2.428,0.191,0.00269,0.00242,0.00328,0
Khulna,23.030079,89.623729,0.0893,0.8633,0.02897,0.5561,0.00218,0.155,0.00254,0.0835,0.4642,1.0,0.0,0.00868,1.744,0.153,0.000198,1.125,0.3055,0.00602,0.00562,0.00134,0
Khulna,22.978911,89.408474,0.1464,0.8521,0.03181,0.161,0.0006,0.5523,0.00826,0.4325,0.5358,1.0,0.0,0.00235,9.469,0.2668,0.000109,4.139,0.0,0.00309,0.00276,0.00073,0
Khulna,22.977263,89.424785,0.0598,1.0113,0.02937,0.0064,0.00058,0.9324,0.00332,0.4196,0.6344,1.0,1.0,0.00575,0.0,0.133,7.9e-05,1.11,0.0,0.00693,0.00218,0.00073,0
Khulna,22.672303,89.547696,0.933,0.5336,0.02226,0.0,0.00104,0.7629,0.00123,0.0328,1.1389,0.0,0.0,0.00587,2.405,0.2699,7.6e-05,0.667,0.4546,0.00413,0.00141,0.00226,0
Khulna,22.912717,89.34395,0.5514,1.111,0.14068,0.3667,0.00189,0.8303,0.00145,0.3862,0.5705,0.0,1.0,0.00441,0.0,0.0,8.1e-05,0.083,0.1615,0.00757,0.00287,0.00221,0
Khulna,23.04153,89.490287,0.1734,1.0473,0.03441,0.2331,0.00148,0.9365,0.00453,0.3765,0.5877,0.0,0.0,0.00151,5.437,0.1149,8.1e-05,2.854,0.5543,0.00828,0.0053,0.00222,0
Khulna,22.777819,89.411571,0.1262,1.054,0.02333,0.288,0.00072,0.5339,0.01326,0.1844,0.3834,1.0,0.0,0.00421,4.594,0.2003,0.000139,1.246,0.4374,0.00213,0.0028,0.00194,0
Khulna,23.075016,89.315408,0.3371,0.1658,0.04297,0.2597,0.00148,0.7259,0.00351,0.5919,0.6271,0.0,0.0,0.00928,0.834,0.1602,6.4e-05,1.748,0.0,0.00126,0.00377,0.0014,0
Khulna,22.714408,89.318853,0.0582,1.1886,0.04373,0.2929,0.00051,0.7325,0.00689,0.3499,0.9107,0.0,0.0,0.00249,2.105,0.1264,7.4e-05,1.675,0.0538,0.0047,0.00324,0.0011,0
Khulna,23.092944,89.680469,0.2307,0.0,0.03189,0.321,0.00099,0.5926,0.00237,0.3719,0.5935,0.0,1.0,0.0219,2.357,0.1637,0.000178,3.114,0.0,0.00441,0.00315,0.00303,0
Khulna,22.843873,89.602402,0.2489,0.7106,0.05197,0.1935,0.00042,0.8074,0.00305,0.3571,0.6026,0.0,0.0,0.00615,4.559,0.0824,0.000115,2.082,0.1427,0.00428,0.00284,0.00135,0
Khulna,22.759077,89.612062,0.1012,0.9193,0.07373,0.4736,0.00077,0.5708,0.00609,0.0,0.9971,0.0,0.0,0.00315,9.071,0.2396,0.000138,2.115,0.0904,0.00569,0.00182,0.00253,0
Khulna,22.744753,89.37031,0.1055,0.6221,0.0498,0.2361,0.00074,0.9569,0.00352,0.4171,0.0639,1.0,0.0,0.02352,2.893,0.25,0.000214,2.12,0.4216,0.00595,0.00259,0.00274,0
Khulna,22.83344,89.613962,0.1764,0.2066,0.1036,0.4244,0.0027,1.1193,0.00649,0.0,0.7323,1.0,1.0,0.00285,2.973,0.2185,0.000217,0.146,0.4182,0.0045,0.00097,0.00192,0
Khulna,23.036886,89.503348,0.1442,0.7816,0.11084,0.2002,0.00078,0.4936,0.0012,0.4083,0.5938,0.0,0.0,0.00124,7.376,0.2517,1.9e-05,1.275,0.1082,0.00443,0.00271,0.00184,0
Khulna,22.943458,89.441508,0.2443,1.0253,0.08036,0.2894,0.0006,0.2829,0.01177,0.4015,1.3636,0.0,0.0,0.00925,2.361,0.1661,0.000102,0.572,0.4562,0.00419,0.00164,0.00101,0
Khulna,22.806337,89.466674,0.4203,1.1886,0.046,0.4209,0.00033,0.8188,0.00142,0.224,0.6437,1.0,0.0,0.00506,11.381,0.2472,0.000125,0.683,0.4199,0.00443,0.00383,0.00071,0
Khulna,22.980137,89.787298,1.8216,0.2622,0.02634,0.212,0.0008,0.5894,0.00268,0.6635,0.3776,0.0,0.0,0.00889,10.677,0.2938,0.000149,1.043,0.3573,0.01065,0.00678,0.0019,0
Khulna,22.797041,89.667568,0.3712,1.4585,0.26322,0.4135,0.00059,0.4479,0.00382,0.352,0.3113,0.0,0.0,0.00131,3.359,0.1398,0.000139,2.746,0.13,0.01035,0.00126,0.00105,0
Khulna,23.052695,89.651303,0.2471,1.0091,0.19054,0.304,0.00153,0.4145,0.01852,0.3637,0.7659,0.0,0.0,0.00875,0.0,0.1129,0.000175,1.391,0.2731,0.00401,0.0025,0.00152,0
Khulna,22.65989,89.315687,0.0441,0.7921,0.07352,0.215,0.00085,0.7365,0.0025,0.0,0.5289,0.0,0.0,0.02356,6.243,0.1113,0.000179,1.525,0.6001,0.00986,0.00158,0.00042,0
Khulna,23.011367,89.655972,0.1614,1.2709,0.09248,0.2476,0.00053,0.3516,0.00169,0.2125,0.2841,0.0,1.0,0.0172,0.0,0.0086,8.2e-05,3.938,0.0,0.00495,0.00166,0.00104,0
Khulna,22.847473,89.335765,0.9143,0.8916,0.04441,0.4163,0.00103,0.263,0.00281,0.3095,1.2876,0.0,0.0,0.00773,0.696,0.0,6.9e-05,3.79,0.0,0.00199,0.00165,0.00141,0
Khulna,22.599935,89.39426,0.4198,0.0,0.06439,0.3698,0.00035,0.4288,0.00226,0.5331,0.8196,1.0,0.0,0.03875,6.384,0.0064,0.000342,0.677,0.3379,0.00155,0.00177,0.00066,0
Khulna,22.853443,89.467911,0.2831,0.6369,0.01645,0.1915,0.00026,0.2792,0.01393,0.3932,0.4318,0.0,0.0,0.00504,2.438,0.0037,7.5e-05,2.236,0.344,0.00387,0.0036,0.00123,0
Khulna,23.010108,89.415981,0.0991,0.2141,0.08415,0.3018,0.00426,0.5468,0.00935,0.5232,0.29,1.0,0.0,0.00462,1.249,0.23,0.000141,3.803,0.1296,0.00414,0.00419,0.00124,0
Khulna,22.703742,89.433204,0.2676,1.2473,0.08145,0.4874,0.00024,0.5996,0.00622,0.4495,0.3604,1.0,0.0,0.00379,4.978,0.2003,0.000382,1.03,0.0485,0.00368,0.00177,0.00111,0
Khulna,22.683149,89.460807,0.0904,0.8338,0.03254,0.3211,0.00172,0.2608,0.00185,0.2138,0.4179,0.0,0.0,0.00279,0.0,0.3867,8.1e-05,2.087,0.0,0.00314,0.00171,0.00092,0
Khulna,22.988874,89.577118,0.3685,1.0055,0.04586,0.1195,0.00067,0.6212,0.01241,0.2777,0.5874,0.0,0.0,0.00262,11.121,0.0312,0.000133,1.053,0.0,0.00167,0.0025,0.00074,0
Khulna,23.088945,89.401544,0.3067,1.6456,0.04862,0.1176,0.00082,0.2667,0.00905,0.6856,0.423,0.0,0.0,0.00747,9.766,0.1566,3.3e-05,1.648,0.5671,0.00383,0.00414,0.00172,0
Khulna,22.806177,89.562584,0.6524,0.7246,0.01866,0.2712,0.00042,0.4847,0.00256,0.5438,0.7329,1.0,1.0,0.0026,6.992,0.1542,0.000142,1.596,0.1042,0.00285,0.00092,0.00306,0
Khulna,22.846201,89.738362,0.2012,0.2681,0.04064,0.0,0.00088,0.1794,0.00435,0.1188,0.0,1.0,0.0,0.00349,9.874,0.0353,5.8e-05,1.836,0.0355,0.00332,0.00424,0.00048,0
Khulna,23.090985,89.453099,0.3357,0.0,0.0694,0.1719,0.00066,0.5217,0.0029,0.2914,0.7366,0.0,0.0,0.01662,3.82,0.3708,0.00013,1.377,0.2375,0.00978,0.00359,0.00315,0
Khulna,22.698652,89.724906,0.1496,0.1316,0.02417,0.2983,0.00212,0.3458,0.00274,0.6006,0.5518,0.0,0.0,0.00382,10.774,0.0546,0.00012,1.55,0.1242,0.00657,0.00313,0.00089,0
Khulna,22.842077,89.680946,0.4341,0.0,0.02437,0.3451,0.00216,0.3781,0.00373,0.1628,0.0,1.0,0.0,0.00312,13.463,0.0569,0.000184,2.184,0.392,0.00291,0.00426,0.00116,0
Khulna,22.656342,89.626014,0.1528,1.141,0.03367,0.0401,0.00065,0.7375,0.01043,0.4881,0.3733,0.0,0.0,0.00314,7.367,0.1884,0.000125,2.497,0.1852,0.00189,0.0025,0.0027,0
Khulna,22.711308,89.452675,0.1205,0.1088,0.02047,0.1878,0.00184,0.4596,0.00441,0.3476,0.9243,1.0,0.0,0.00285,8.964,0.3633,0.000307,3.968,0.4163,0.00199,0.00099,0.00187,0
Khulna,22.863391,89.71679,0.0558,1.186,0.03849,0.3424,0.00075,0.8219,0.00434,0.4371,0.5796,0.0,0.0,0.002,8.96,0.0246,2.7e-05,2.393,0.6662,0.00531,0.00275,0.00126,0
Khulna,22.918417,89.56378,0.2516,1.192,0.05139,0.1656,0.00048,0.2665,0.00605,0.5398,0.5744,1.0,1.0,0.01158,5.772,0.0769,0.000129,2.526,0.5969,0.00073,0.00152,0.00348,0
Khulna,23.009238,89.505415,0.0924,0.0,0.06327,0.1658,0.00096,0.8526,0.00664,0.1098,0.9706,0.0,0.0,0.01133,6.06,0.2622,0.0001,2.442,0.8795,0.00265,0.00303,0.00139,0
Khulna,22.677997,89.31728,0.0704,0.3565,0.03301,0.5505,0.00064,0.3513,0.00079,0.4656,0.4425,0.0,1.0,0.00402,4.996,0.1683,0.000131,3.892,0.8278,0.00148,0.00241,0.00272,0
Khulna,22.784487,89.434203,0.1768,0.0,0.03795,0.0897,0.00115,0.5848,0.00884,0.0,0.3064,0.0,0.0,0.00129,4.331,0.1455,5.5e-05,0.864,0.4852,0.00472,0.00306,0.00111,0
Khulna,23.042094,89.294967,0.1089,2.3046,0.12631,0.4434,0.00098,0.5338,0.00191,0.4028,0.9816,1.0,0.0,0.00408,10.997,0.2224,8e-05,1.88,0.4519,0.00558,0.00553,0.00246,0
Khulna,22.857483,89.448095,2.3368,0.5571,0.02051,0.2332,0.00058,0.2776,0.00603,0.3393,0.5536,1.0,0.0,0.00758,9.868,0.0612,0.000198,2.582,0.6945,0.00382,0.00414,0.00127,0
Khulna,22.850222,89.730572,0.2221,0.5193,0.04533,0.1565,0.00081,0.5422,0.00436,0.0198,0.3607,1.0,0.0,0.01196,3.406,0.2862,0.00011,3.874,0.2542,0.00378,0.00171,0.00246,0
Khulna,23.039983,89.411928,0.1682,1.5899,0.10556,0.6256,0.00148,0.4259,0.00918,0.4137,1.1116,0.0,0.0,0.00526,8.233,0.0489,6.3e-05,1.417,0.3227,0.00838,0.00183,0.00069,0
Khulna,22.698191,89.508406,0.1066,0.1335,0.06293,0.3761,0.00075,0.2065,0.01205,0.4852,0.7168,0.0,0.0,0.01448,1.103,0.075,5.1e-05,2.475,0.4912,0.00511,0.00153,0.00415,0
Khulna,22.766854,89.565642,0.3853,0.5798,0.05901,0.3701,0.00116,0.556,0.0046,0.0,0.8719,1.0,0.0,0.01646,0.475,0.1746,0.000162,2.327,0.3485,0.00661,0.00207,0.00046,0
Khulna,22.614754,89.355205,1.0444,0.3503,0.10607,0.0765,0.00083,0.5555,0.00725,0.1353,0.9306,0.0,0.0,0.00451,15.39,0.0676,0.00025,2.335,0.1513,0.00975,0.00252,0.0001,0
Khulna,22.881673,89.588821,0.126,0.0662,0.08595,0.4128,0.00093,0.2379,0.00138,0.1798,0.6797,0.0,0.0,0.01235,5.542,0.1005,0.000128,1.376,0.4255,0.00523,0.00314,0.0021,0
Khulna,22.714608,89.619257,0.1482,1.1893,0.01957,0.3766,0.00184,0.4878,0.0012,0.0338,0.886,1.0,0.0,0.00269,1.615,0.0,8e-05,1.935,0.1877,0.00172,0.00203,0.00118,0
Khulna,22.600782,89.472469,0.4133,1.2066,0.02772,0.3953,0.0005,0.0096,0.00559,0.2226,0.9004,1.0,0.0,0.00369,7.629,0.1542,0.0002,2.343,0.3626,0.00342,0.00394,0.00139,0
Khulna,22.78635,89.295159,0.6372,0.9248,0.01275,0.3933,0.00118,0.3869,0.04016,0.4151,0.4144,1.0,0.0,0.00362,8.487,0.1856,5.3e-05,0.583,0.1397,0.00186,0.00234,0.0009,0
Khulna,22.988474,89.707947,0.3899,1.9951,0.05407,0.1431,0.00036,0.2364,0.00561,0.594,0.6855,1.0,0.0,0.00645,16.438,0.1959,5.3e-05,0.876,0.6271,0.00838,0.00427,0.00137,0
Khulna,22.615273,89.520558,0.1252,0.756,0.03329,0.7137,0.00062,0.8138,0.00635,0.5362,0.5322,0.0,0.0,0.01425,17.494,0.1265,0.000144,2.431,0.6565,0.00269,0.0026,0.00072,0
Khulna,22.71168,89.456786,0.3954,0.0782,0.04055,0.4442,0.00066,0.5324,0.00179,0.1716,0.5026,0.0,1.0,0.00207,6.31,0.2031,1.9e-05,1.739,0.3306,0.00415,0.00425,0.00376,0
Khulna,22.874678,89.587729,0.1003,0.4509,0.05176,0.1558,0.00185,0.7417,0.00588,0.2224,0.6707,1.0,1.0,0.0076,7.014,0.1648,0.00022,1.649,0.4334,0.00121,0.00247,0.0035,0
Khulna,22.694148,89.72735,0.0902,1.6022,0.02809,0.4475,0.00039,0.8332,0.00459,0.4683,1.261,0.0,0.0,0.00226,6.106,0.2741,0.000277,2.944,0.5792,0.00355,0.00432,0.00063,0
Khulna,22.668634,89.525084,0.3022,0.6655,0.0278,0.1513,0.00052,0.8278,0.00464,0.2933,1.0626,0.0,1.0,0.00563,0.0,0.1452,4.3e-05,1.784,0.591,0.00819,0.00118,0.00143,0
Khulna,22.993062,89.786676,1.2117,0.0,0.09912,0.2438,0.00069,0.9711,0.01711,0.3452,0.2913,0.0,0.0,0.00647,9.541,0.2995,0.000258,2.39,0.4402,0.00439,0.00145,0.0011,0
Khulna,23.093321,89.300605,1.3438,0.6079,0.01886,0.373,0.00016,0.0,0.00481,0.3007,0.2398,1.0,0.0,0.00335,1.956,0.0603,0.000133,3.897,0.3122,0.00386,0.0031,0.00111,0
Khulna,22.913242,89.729641,0.0835,0.1526,0.01147,0.0721,0.00347,0.9539,0.00872,0.8035,0.6923,1.0,0.0,0.00959,7.511,0.0502,0.000111,2.674,0.465,0.00599,0.00441,0.0011,0
Khulna,22.769289,89.617076,0.2035,0.6765,0.05282,0.2246,0.00153,0.7696,0.00356,0.2229,0.6816,1.0,0.0,0.00586,4.876,0.5102,0.000284,1.202,0.4152,0.00377,0.00192,0.00115,0
Khulna,22.66304,89.582861,0.5172,1.041,0.04415,0.2863,0.00058,0.371,0.0062,0.1189,0.8008,1.0,0.0,0.00386,7.548,0.0941,0.000157,0.806,0.2608,0.0045,0.00255,0.0007,0
Khulna,22.722368,89.498552,0.282,0.6756,0.10234,0.2467,0.00029,0.5604,0.00315,0.2563,0.149,0.0,1.0,0.00374,4.766,0.1587,9e-05,2.562,0.33,0.00421,0.00166,0.00332,0
Khulna,22.72941,89.452616,0.1344,1.5018,0.04555,0.2313,0.00331,0.3595,0.01199,0.5933,0.7871,1.0,0.0,0.00452,8.082,0.0,0.000165,0.428,0.802,0.00386,0.00132,0.00301,0
Khulna,23.060353,89.333206,0.1338,1.1337,0.03446,0.2747,0.0003,0.1347,0.01952,0.3761,0.8959,1.0,0.0,0.00654,6.879,0.0294,0.000164,0.0,0.3867,0.00521,0.00393,0.00111,0
Khulna,23.038921,89.454757,0.09,0.8976,0.01317,0.0563,0.00089,0.5847,0.00654,0.3375,0.7549,0.0,0.0,0.00158,10.158,0.0597,0.000176,3.197,0.0,0.0054,0.00544,0.0012,0
Khulna,22.968754,89.615124,0.3028,0.4563,0.04418,0.5161,0.00056,0.8855,0.00457,0.4713,0.6214,1.0,0.0,0.01104,10.506,0.1267,0.00021,1.388,0.5727,0.00389,0.00232,0.00181,0
Khulna,22.92633,89.326923,0.2091,0.6164,0.02803,0.3777,0.00098,0.7045,0.00065,0.6355,1.1271,0.0,0.0,0.00206,0.0,0.1438,7.8e-05,3.267,0.6244,0.00604,0.00395,0.0007,0
Khulna,22.969474,89.589196,0.0785,0.6115,0.03988,0.0435,0.00171,0.4018,0.00414,0.2731,0.7085,0.0,0.0,0.00061,2.815,0.0,0.000146,2.703,0.1961,0.00288,0.00389,0.00085,0
Khulna,22.695044,89.423593,1.0088,1.1821,0.05974,0.315,0.00079,0.9938,0.00151,0.364,0.886,1.0,0.0,0.00412,7.735,0.1727,0.000322,0.0,0.5176,0.00118,0.00494,0.00458,0
Khulna,22.788376,89.60204,0.1206,0.2125,0.10147,0.3596,0.00083,0.0,0.00813,0.7116,0.1024,1.0,0.0,0.01566,12.982,0.2329,6e-05,1.229,0.4029,0.00705,0.00224,0.00135,0
Khulna,22.797256,89.69823,0.6275,0.8672,0.071,0.4139,0.00113,0.6221,0.00859,0.3256,0.6178,0.0,0.0,0.00557,3.86,0.1828,6.9e-05,1.13,0.1439,0.01048,0.0047,0.00497,0
Khulna,22.620055,89.457864,0.1515,0.3619,0.12404,0.3683,0.00046,0.3667,0.022,0.7752,0.3146,1.0,0.0,0.07443,5.437,0.1747,0.000102,1.415,0.6139,0.00339,0.00195,0.0006,0
Khulna,22.869235,89.73939,0.8078,0.0673,0.02389,0.1864,0.00077,0.3436,0.00361,0.2438,0.3289,1.0,0.0,0.00661,7.437,0.2313,0.000227,2.565,0.3194,0.00354,0.00248,0.00068,0
Khulna,22.692951,89.619204,0.4622,0.7429,0.03495,0.2089,0.00173,0.6896,0.00182,0.2281,0.5539,0.0,0.0,0.00451,10.153,0.1331,0.000244,2.468,0.3705,0.00741,0.00289,0.00178,0
Khulna,22.986667,89.396446,0.1241,0.9422,0.08932,0.4929,0.00166,0.9992,0.00264,0.2147,0.4,0.0,0.0,0.00109,8.597,0.2673,0.000404,2.361,0.1418,0.00453,0.00166,0.00254,0
Khulna,22.63797,89.303405,0.3841,0.8513,0.11431,0.203,0.00058,0.4529,0.00195,0.393,0.5941,1.0,0.0,0.01317,3.682,0.0236,0.000101,0.14,0.1517,0.00456,0.00345,0.0013,0
Khulna,22.864308,89.320703,0.5591,1.2942,0.08925,0.2577,0.00051,0.6823,0.00159,0.7126,0.4608,0.0,0.0,0.02416,10.248,0.2461,0.000282,2.51,0.0,0.00339,0.00232,0.0006,0
Khulna,22.901962,89.391247,0.2355,0.0,0.02038,0.0986,0.00255,0.6849,0.00351,0.3194,0.5055,0.0,0.0,0.00904,7.431,0.2631,0.000113,3.132,0.0709,0.00345,0.00283,0.00062,0
Khulna,22.943255,89.784243,0.1243,1.7625,0.03338,0.1302,0.00084,0.3985,0.00668,0.4149,0.6578,0.0,0.0,0.00706,6.44,0.2125,0.000107,0.196,0.4254,0.00137,0.00247,0.00072,0
Khulna,23.052145,89.390257,0.5455,1.1253,0.02253,0.3252,0.00039,0.8783,0.00816,0.5935,1.1737,0.0,0.0,0.00213,4.668,0.1226,0.000147,2.461,0.4925,0.00835,0.00393,0.00093,0
Khulna,22.675446,89.749574,0.2123,1.4864,0.05995,0.1729,0.00108,0.6158,0.00749,0.4767,1.2739,1.0,1.0,0.00841,5.39,0.1713,0.000219,2.585,0.4191,0.00496,0.00214,0.00207,0
Khulna,22.872215,89.696674,0.2716,0.6015,0.15091,0.2603,0.00457,0.9537,0.00226,0.8129,0.9754,1.0,1.0,0.01267,10.627,0.2422,0.000235,0.408,0.0271,0.01383,0.0017,0.00291,0
Khulna,22.683537,89.78152,0.0923,1.2368,0.02034,0.0305,0.00067,0.6699,0.00316,0.7927,0.6147,0.0,0.0,0.00676,5.733,0.3716,6.4e-05,1.359,0.1449,0.01935,0.00163,0.00116,0
Khulna,22.955194,89.611867,0.2753,0.1816,0.10913,0.4432,0.00098,0.1577,0.00268,0.3942,0.373,0.0,1.0,0.0125,1.766,0.5228,0.000185,0.607,0.1857,0.0039,0.00211,0.00067,0
Khulna,22.640582,89.731357,0.0523,1.549,0.09649,0.1796,0.00109,0.5072,0.00181,0.4854,1.1871,0.0,0.0,0.01225,11.757,0.0373,0.000181,0.069,0.2966,0.0022,0.00236,0.00096,0
Khulna,22.656752,89.33136,0.1236,0.4276,0.09373,0.4877,0.00052,0.0405,0.00201,0.7617,0.2258,0.0,0.0,0.00771,4.871,0.1632,9e-05,1.993,0.327,0.00518,0.00211,0.00348,0
Khulna,22.933232,89.730207,0.4527,0.3467,0.06086,0.2582,0.00059,0.1815,0.00471,0.2674,0.4994,0.0,0.0,0.00262,3.403,0.2482,5.4e-05,1.987,0.364,0.01631,0.0045,0.00233,0
Khulna,22.687145,89.446008,0.123,1.6878,0.02767,0.4039,0.00129,0.6986,0.00475,0.293,1.0826,1.0,1.0,0.0041,5.392,0.1475,0.00011,2.92,0.4624,0.00357,0.00236,0.00215,0
Khulna,22.614033,89.510789,0.9465,1.0481,0.04043,0.2553,0.00078,0.0,0.00307,0.4823,0.1025,0.0,0.0,0.0035,11.736,0.0113,7.5e-05,1.694,0.3443,0.00211,0.00395,0.00409,0
Khulna,22.629437,89.365568,0.2188,0.4934,0.05405,0.1604,0.00053,0.2474,0.0077,0.5881,0.6753,1.0,0.0,0.00652,1.616,0.0872,9.9e-05,0.992,0.1188,0.00487,0.00159,0.00033,0
Khulna,22.649324,89.784435,0.1006,1.0774,0.04925,0.3441,0.00273,0.7646,0.0105,0.4826,0.657,0.0,0.0,0.00706,9.324,0.0602,4.8e-05,1.83,0.3713,0.01556,0.00213,0.00056,0
Khulna,23.082606,89.521653,0.1948,0.8995,0.0505,0.2848,0.00169,0.5284,0.00538,0.8875,0.9702,1.0,1.0,0.00389,12.968,0.1129,7.1e-05,2.583,0.3523,0.00754,0.00323,0.00099,0
Khulna,23.078589,89.703483,0.3437,0.7628,0.03274,0.6117,0.00036,0.4717,0.00544,0.4593,0.5879,0.0,0.0,0.01998,6.894,0.0,6.5e-05,2.543,0.263,0.00458,0.00549,0.00644,0
Khulna,22.808111,89.614878,0.0466,1.3261,0.00695,0.3171,0.00099,0.0208,0.00596,0.0854,0.5885,0.0,0.0,0.0123,7.07,0.2002,0.000172,1.809,0.3946,0.00304,0.00416,0.00174,0
Khulna,22.956023,89.462708,0.6107,1.1068,0.03176,0.5322,0.0015,0.4003,0.01307,0.5391,0.6368,0.0,1.0,0.01595,0.0,0.2953,0.000131,1.65,0.4171,0.00322,0.00131,0.00203,0
Khulna,22.71333,89.787983,0.072,0.6008,0.09007,0.0,0.0019,0.3253,0.00344,0.4733,0.5467,1.0,1.0,0.00267,2.272,0.2329,4.6e-05,1.801,0.2264,0.00177,0.00191,0.00196,0
Khulna,22.694764,89.396825,0.1282,1.2691,0.02463,0.4601,0.00216,0.2643,0.00428,0.7476,0.5509,1.0,0.0,0.01244,1.731,0.0428,0.000123,2.471,0.2,0.00299,0.00294,0.00162,0
Khulna,22.830737,89.563651,0.3799,0.1143,0.02277,0.2894,0.00043,0.8024,0.00343,0.2286,1.3047,0.0,0.0,0.0043,6.736,0.3747,0.000172,3.872,0.1509,0.00069,0.00616,0.00263,0
Khulna,22.815654,89.486664,0.4787,0.3152,0.01796,0.2887,0.00094,0.8984,0.00461,0.6025,0.3673,1.0,0.0,0.00976,2.797,0.0,0.000158,1.111,0.4147,0.00266,0.00493,0.00339,0
Khulna,22.836688,89.706382,0.3613,1.0102,0.293,0.224,0.00219,0.0,0.00161,0.8847,0.883,1.0,1.0,0.00722,7.636,0.1505,7e-05,1.878,0.4267,0.00298,0.00455,0.00233,0
Khulna,23.061825,89.331594,1.1843,0.9118,0.12907,0.2473,0.00039,0.7366,0.00472,0.5919,1.0513,1.0,0.0,0.00635,0.0,0.0999,2.3e-05,3.702,0.1387,0.00131,0.00197,0.0007,0
Khulna,22.671884,89.533722,0.8257,1.0294,0.07741,0.1583,0.00234,0.9344,0.00116,0.4776,0.8859,0.0,0.0,0.01186,10.81,0.0265,0.000157,3.439,0.3102,0.00781,0.00101,0.00161,0
Khulna,22.813413,89.76995,0.1509,1.2247,0.05255,0.0,0.00187,0.7967,0.00532,0.4955,0.6379,0.0,0.0,0.00343,11.894,0.0872,7.3e-05,3.388,0.4463,0.0013,0.00175,0.00051,0
Khulna,23.002536,89.390845,0.4345,0.7924,0.04467,0.0128,0.0008,1.0442,0.00499,0.2658,0.3108,0.0,0.0,0.00219,6.541,0.111,0.000108,1.407,0.4077,0.00866,0.00223,0.00111,0
